EE:6F:EE:A7:34:31,ok,-63,5.61,8.08,14.13,5.61
DE:64:59:3D:8E:63,ok,-61,1.91,5.68,11.22,1.91
F1:63:F2:BE:56:44,ok,-56,5.89,6.49,5.62,5.89
DB:6D:40:6D:A1:0F,ok,-67,12.01,15.67,17.78,12.01
FF:B4:7D:AB:1B:A2,ok,-64,8.71,10.66,12.59,8.71
FC:40:5D:54:A7:DD,ok,-70,7.36,11.90,14.13,7.36
EE:6F:EE:A7:34:31,ok,-67,5.59,8.09,15.85,5.59
DE:64:59:3D:8E:63,ok,-61,1.92,5.70,11.22,1.92
F1:63:F2:BE:56:44,ok,-57,5.89,6.49,5.62,5.89
DB:6D:40:6D:A1:0F,ok,-67,12.02,15.70,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-63,8.74,10.69,15.85,8.74
FC:40:5D:54:A7:DD,ok,-64,7.35,11.85,14.13,7.35
EE:6F:EE:A7:34:31,ok,-63,5.60,8.08,15.85,5.60
DE:64:59:3D:8E:63,ok,-59,1.92,5.74,12.59,1.92
F1:63:F2:BE:56:44,ok,-62,5.90,6.50,5.62,5.90
DB:6D:40:6D:A1:0F,ok,-70,12.03,15.75,19.95,12.03
FF:B4:7D:AB:1B:A2,ok,-64,8.75,10.67,15.85,8.75
FC:40:5D:54:A7:DD,ok,-66,7.36,11.87,14.13,7.36
EE:6F:EE:A7:34:31,ok,-57,5.59,7.99,15.85,5.59
DE:64:59:3D:8E:63,ok,-61,1.93,5.73,11.22,1.93
F1:63:F2:BE:56:44,ok,-57,5.90,6.49,6.31,5.90
DB:6D:40:6D:A1:0F,ok,-69,12.03,15.67,17.78,12.03
FF:B4:7D:AB:1B:A2,ok,-66,8.73,10.69,15.85,8.73
FC:40:5D:54:A7:DD,ok,-72,7.36,11.87,14.13,7.36
EE:6F:EE:A7:34:31,ok,-63,5.60,8.13,15.85,5.60
DE:64:59:3D:8E:63,ok,-61,1.91,5.72,11.22,1.91
F1:63:F2:BE:56:44,ok,-56,5.89,6.48,5.62,5.89
DB:6D:40:6D:A1:0F,ok,-67,12.02,15.71,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-61,8.74,10.66,15.85,8.74
FC:40:5D:54:A7:DD,ok,-66,7.35,11.88,14.13,7.35
EE:6F:EE:A7:34:31,ok,-63,5.60,8.20,15.85,5.60
DE:64:59:3D:8E:63,ok,-59,1.91,5.79,10.00,1.91
F1:63:F2:BE:56:44,ok,-62,5.90,6.52,5.62,5.90
DB:6D:40:6D:A1:0F,ok,-69,12.02,15.68,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-62,8.73,10.61,14.13,8.73
FC:40:5D:54:A7:DD,ok,-64,7.36,11.86,12.59,7.36
EE:6F:EE:A7:34:31,ok,-57,5.60,8.12,15.85,5.60
DE:64:59:3D:8E:63,ok,-58,1.92,5.77,11.22,1.92
F1:63:F2:BE:56:44,ok,-56,5.90,6.50,5.62,5.90
DB:6D:40:6D:A1:0F,ok,-67,12.03,15.65,17.78,12.03
FF:B4:7D:AB:1B:A2,ok,-63,8.72,10.66,15.85,8.72
FC:40:5D:54:A7:DD,ok,-72,7.36,11.93,14.13,7.36
EE:6F:EE:A7:34:31,ok,-57,5.60,8.13,15.85,5.60
DE:64:59:3D:8E:63,ok,-58,1.91,5.81,11.22,1.91
F1:63:F2:BE:56:44,ok,-57,5.89,6.52,6.31,5.89
DB:6D:40:6D:A1:0F,ok,-70,12.02,15.66,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-64,8.74,10.63,15.85,8.74
FC:40:5D:54:A7:DD,ok,-68,7.37,11.88,15.85,7.37
EE:6F:EE:A7:34:31,ok,-57,5.59,8.05,15.85,5.59
DE:64:59:3D:8E:63,ok,-65,1.91,5.86,11.22,1.91
F1:63:F2:BE:56:44,ok,-57,5.90,6.51,6.31,5.90
DB:6D:40:6D:A1:0F,ok,-70,12.01,15.67,17.78,12.01
FF:B4:7D:AB:1B:A2,ok,-63,8.74,10.60,14.13,8.74
FC:40:5D:54:A7:DD,ok,-69,7.36,11.91,14.13,7.36
EE:6F:EE:A7:34:31,ok,-63,5.58,8.04,15.85,5.58
DE:64:59:3D:8E:63,ok,-59,1.92,5.73,11.22,1.92
F1:63:F2:BE:56:44,ok,-57,5.90,6.47,6.31,5.90
DB:6D:40:6D:A1:0F,ok,-69,12.02,15.70,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-66,8.73,10.63,11.22,8.73
FC:40:5D:54:A7:DD,ok,-70,7.36,11.92,15.85,7.36
EE:6F:EE:A7:34:31,ok,-67,5.59,8.23,15.85,5.59
DE:64:59:3D:8E:63,ok,-62,1.92,5.76,11.22,1.92
F1:63:F2:BE:56:44,ok,-56,5.91,6.50,5.62,5.91
DB:6D:40:6D:A1:0F,ok,-69,12.01,15.71,17.78,12.01
FF:B4:7D:AB:1B:A2,ok,-63,8.74,10.66,15.85,8.74
FC:40:5D:54:A7:DD,ok,-65,7.35,11.94,15.85,7.35
EE:6F:EE:A7:34:31,ok,-63,5.59,8.13,15.85,5.59
DE:64:59:3D:8E:63,ok,-59,1.94,5.82,10.00,1.94
F1:63:F2:BE:56:44,ok,-56,5.90,6.48,5.62,5.90
DB:6D:40:6D:A1:0F,ok,-69,12.02,15.71,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-66,8.73,10.63,14.13,8.73
FC:40:5D:54:A7:DD,ok,-73,7.35,11.86,15.85,7.35
EE:6F:EE:A7:34:31,ok,-57,5.59,8.21,14.13,5.59
DE:64:59:3D:8E:63,ok,-61,1.92,5.82,11.22,1.92
F1:63:F2:BE:56:44,ok,-57,5.90,6.49,6.31,5.90
DB:6D:40:6D:A1:0F,ok,-68,12.02,15.66,19.95,12.02
FF:B4:7D:AB:1B:A2,ok,-66,8.72,10.59,15.85,8.72
FC:40:5D:54:A7:DD,ok,-72,7.34,11.92,15.85,7.34
EE:6F:EE:A7:34:31,ok,-67,5.60,8.08,15.85,5.60
DE:64:59:3D:8E:63,ok,-59,1.91,5.78,10.00,1.91
F1:63:F2:BE:56:44,ok,-56,5.91,6.47,6.31,5.91
DB:6D:40:6D:A1:0F,ok,-67,12.02,15.67,17.78,12.02
FF:B4:7D:AB:1B:A2,ok,-66,8.73,10.67,15.85,8.73
FC:40:5D:54:A7:DD,ok,-72,7.36,11.84,14.13,7.36
EE:6F:EE:A7:34:31,ok,-68,5.60,8.17,15.85,5.60
DE:64:59:3D:8E:63,ok,-59,1.91,5.84,11.22,1.91
F1:63:F2:BE:56:44,ok,-62,5.90,6.47,5.62,5.90
DB:6D:40:6D:A1:0F,ok,-70,12.02,15.72,19.95,12.02
FF:B4:7D:AB:1B:A2,ok,-63,8.73,10.60,15.85,8.73
FC:40:5D:54:A7:DD,ok,-66,7.36,11.93,14.13,7.36
