EE:6F:EE:A7:34:31,ok,-53,6.74,8.83,5.62,6.74
DE:64:59:3D:8E:63,ok,-67,7.03,10.21,10.00,7.03
F1:63:F2:BE:56:44,ok,-62,8.83,11.97,31.62,8.83
DB:6D:40:6D:A1:0F,ok,-81,7.32,9.65,7.08,7.32
FF:B4:7D:AB:1B:A2,ok,-60,4.39,7.31,7.94,4.39
FC:40:5D:54:A7:DD,ok,-55,3.69,4.33,3.98,3.69
EE:6F:EE:A7:34:31,ok,-56,6.74,8.96,5.01,6.74
DE:64:59:3D:8E:63,ok,-67,7.32,10.21,10.00,7.32
F1:63:F2:BE:56:44,ok,-67,8.65,11.95,31.62,8.65
DB:6D:40:6D:A1:0F,ok,-65,7.32,9.70,7.08,7.32
FF:B4:7D:AB:1B:A2,ok,-62,4.39,7.35,7.94,4.39
FC:40:5D:54:A7:DD,ok,-57,3.70,4.38,3.98,3.70
EE:6F:EE:A7:34:31,ok,-65,6.74,8.89,5.01,6.74
DE:64:59:3D:8E:63,ok,-62,7.32,10.26,11.22,7.32
F1:63:F2:BE:56:44,ok,-67,8.74,11.96,31.62,8.74
DB:6D:40:6D:A1:0F,ok,-60,7.62,9.67,7.08,7.62
FF:B4:7D:AB:1B:A2,ok,-58,4.10,7.26,8.91,4.10
FC:40:5D:54:A7:DD,ok,-52,3.70,4.38,3.98,3.70
EE:6F:EE:A7:34:31,ok,-53,6.74,8.91,5.62,6.74
DE:64:59:3D:8E:63,ok,-66,7.03,10.22,11.22,7.03
F1:63:F2:BE:56:44,ok,-67,8.69,11.86,31.62,8.69
DB:6D:40:6D:A1:0F,ok,-60,7.62,9.68,7.08,7.62
FF:B4:7D:AB:1B:A2,ok,-62,4.39,7.34,7.08,4.39
FC:40:5D:54:A7:DD,ok,-55,3.70,4.42,3.98,3.70
EE:6F:EE:A7:34:31,ok,-53,6.74,8.86,5.62,6.74
DE:64:59:3D:8E:63,ok,-63,7.03,10.25,11.22,7.03
F1:63:F2:BE:56:44,ok,-72,8.63,11.87,31.62,8.63
DB:6D:40:6D:A1:0F,ok,-80,7.62,9.68,7.08,7.62
FF:B4:7D:AB:1B:A2,ok,-59,4.39,7.27,10.00,4.39
FC:40:5D:54:A7:DD,ok,-51,3.70,4.40,3.55,3.70
EE:6F:EE:A7:34:31,ok,-55,6.74,8.86,5.62,6.74
DE:64:59:3D:8E:63,ok,-67,7.03,10.26,11.22,7.03
F1:63:F2:BE:56:44,ok,-67,8.64,11.91,31.62,8.64
DB:6D:40:6D:A1:0F,ok,-65,7.32,9.70,7.08,7.32
FF:B4:7D:AB:1B:A2,ok,-64,4.10,7.27,10.00,4.10
FC:40:5D:54:A7:DD,ok,-52,3.69,4.38,3.98,3.69
EE:6F:EE:A7:34:31,ok,-54,6.74,8.89,5.62,6.74
DE:64:59:3D:8E:63,ok,-63,7.03,10.28,10.00,7.03
F1:63:F2:BE:56:44,ok,-61,8.69,11.85,31.62,8.69
DB:6D:40:6D:A1:0F,ok,-60,7.32,9.65,8.91,7.32
FF:B4:7D:AB:1B:A2,ok,-67,4.10,7.31,5.62,4.10
FC:40:5D:54:A7:DD,ok,-53,3.70,4.38,3.98,3.70
EE:6F:EE:A7:34:31,ok,-65,6.74,8.87,4.47,6.74
DE:64:59:3D:8E:63,ok,-67,7.03,10.23,11.22,7.03
F1:63:F2:BE:56:44,ok,-67,8.67,11.85,31.62,8.67
DB:6D:40:6D:A1:0F,ok,-60,7.62,9.63,7.08,7.62
FF:B4:7D:AB:1B:A2,ok,-62,4.39,7.35,7.08,4.39
FC:40:5D:54:A7:DD,ok,-53,3.69,4.36,3.98,3.69
EE:6F:EE:A7:34:31,ok,-53,6.74,8.92,4.47,6.74
DE:64:59:3D:8E:63,ok,-69,7.03,10.22,10.00,7.03
F1:63:F2:BE:56:44,ok,-74,8.67,11.85,31.62,8.67
DB:6D:40:6D:A1:0F,ok,-83,7.32,9.65,7.08,7.32
FF:B4:7D:AB:1B:A2,ok,-68,4.39,7.32,6.31,4.39
FC:40:5D:54:A7:DD,ok,-57,3.68,4.38,3.98,3.68
EE:6F:EE:A7:34:31,ok,-55,6.74,8.96,5.62,6.74
DE:64:59:3D:8E:63,ok,-64,7.03,10.24,11.22,7.03
F1:63:F2:BE:56:44,ok,-63,8.77,12.02,31.62,8.77
DB:6D:40:6D:A1:0F,ok,-81,7.62,9.62,7.08,7.62
FF:B4:7D:AB:1B:A2,ok,-62,4.39,7.37,7.08,4.39
FC:40:5D:54:A7:DD,ok,-52,3.70,4.36,3.98,3.70
EE:6F:EE:A7:34:31,ok,-65,6.74,8.93,5.62,6.74
