EE:6F:EE:A7:34:31,ok,-70,12.89,14.38,19.95,12.89
EE:6F:EE:A7:34:31,ok,-66,13.02,14.34,19.95,13.02
DE:64:59:3D:8E:63,ok,-58,7.78,10.18,7.94,7.78
F1:63:F2:BE:56:44,ok,-62,7.32,9.21,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-55,2.93,3.53,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-87,8.73,12.33,28.18,8.73
FC:40:5D:54:A7:DD,ok,-69,4.39,7.58,10.00,4.39
EE:6F:EE:A7:34:31,ok,-70,13.01,14.39,19.95,13.01
DE:64:59:3D:8E:63,ok,-63,7.79,10.20,7.94,7.79
F1:63:F2:BE:56:44,ok,-66,7.32,9.14,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-65,2.93,3.53,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-86,8.73,12.21,25.12,8.73
FC:40:5D:54:A7:DD,ok,-69,4.39,7.58,8.91,4.39
EE:6F:EE:A7:34:31,ok,-70,13.03,14.32,17.78,13.03
DE:64:59:3D:8E:63,ok,-59,7.79,10.21,7.94,7.79
F1:63:F2:BE:56:44,ok,-66,7.32,9.27,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-54,2.93,3.51,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-70,8.74,12.25,25.12,8.74
FC:40:5D:54:A7:DD,ok,-60,4.39,7.64,10.00,4.39
EE:6F:EE:A7:34:31,ok,-66,13.02,14.30,19.95,13.02
DE:64:59:3D:8E:63,ok,-59,7.80,10.19,7.94,7.80
F1:63:F2:BE:56:44,ok,-68,7.32,9.23,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-55,2.93,3.54,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-87,8.73,12.27,28.18,8.73
EE:6F:EE:A7:34:31,ok,-71,13.01,14.40,19.95,13.01
DE:64:59:3D:8E:63,ok,-59,7.80,10.26,7.94,7.80
F1:63:F2:BE:56:44,ok,-61,7.32,9.25,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-56,2.93,3.54,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-70,8.73,12.28,25.12,8.73
FC:40:5D:54:A7:DD,ok,-64,4.39,7.65,10.00,4.39
EE:6F:EE:A7:34:31,ok,-65,13.02,14.38,19.95,13.02
DE:64:59:3D:8E:63,ok,-58,7.79,10.20,7.94,7.79
F1:63:F2:BE:56:44,ok,-62,7.32,9.27,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-55,2.93,3.54,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-69,8.73,12.18,28.18,8.73
FC:40:5D:54:A7:DD,ok,-64,4.39,7.65,11.22,4.39
EE:6F:EE:A7:34:31,ok,-67,13.03,14.41,22.39,13.03
DE:64:59:3D:8E:63,ok,-59,7.80,10.23,7.94,7.80
F1:63:F2:BE:56:44,ok,-64,7.32,9.25,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-65,2.93,3.54,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-71,8.73,12.32,22.39,8.73
FC:40:5D:54:A7:DD,ok,-70,4.39,7.71,11.22,4.39
EE:6F:EE:A7:34:31,ok,-66,12.89,14.41,22.39,12.89
DE:64:59:3D:8E:63,ok,-63,7.80,10.20,7.94,7.80
F1:63:F2:BE:56:44,ok,-62,7.32,9.27,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-59,2.93,3.55,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-87,8.73,12.27,25.12,8.73
FC:40:5D:54:A7:DD,ok,-60,4.39,7.68,11.22,4.39
EE:6F:EE:A7:34:31,ok,-64,13.02,14.34,19.95,13.02
DE:64:59:3D:8E:63,ok,-59,7.81,10.23,7.94,7.81
F1:63:F2:BE:56:44,ok,-62,7.32,9.24,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-55,2.93,3.55,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-70,8.74,12.31,22.39,8.74
FC:40:5D:54:A7:DD,ok,-60,4.39,7.72,11.22,4.39
EE:6F:EE:A7:34:31,ok,-70,13.02,14.35,19.95,13.02
DE:64:59:3D:8E:63,ok,-63,7.80,10.21,7.94,7.80
F1:63:F2:BE:56:44,ok,-64,7.32,9.22,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-65,2.93,3.57,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-71,8.71,12.26,25.12,8.71
FC:40:5D:54:A7:DD,ok,-70,4.39,7.62,11.22,4.39
EE:6F:EE:A7:34:31,ok,-70,13.02,14.39,19.95,13.02
DE:64:59:3D:8E:63,ok,-59,7.80,10.21,7.94,7.80
F1:63:F2:BE:56:44,ok,-66,7.32,9.18,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-65,2.93,3.57,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-71,8.74,12.40,25.12,8.74
FC:40:5D:54:A7:DD,ok,-64,4.39,7.73,10.00,4.39
EE:6F:EE:A7:34:31,ok,-67,12.89,14.40,25.12,12.89
DE:64:59:3D:8E:63,ok,-63,7.80,10.19,7.94,7.80
F1:63:F2:BE:56:44,ok,-66,7.32,9.23,12.59,7.32
DB:6D:40:6D:A1:0F,ok,-65,2.93,3.54,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-85,8.73,12.34,28.18,8.73
FC:40:5D:54:A7:DD,ok,-60,4.39,7.70,10.00,4.39
DE:64:59:3D:8E:63,ok,-58,7.81,10.23,7.94,7.81
F1:63:F2:BE:56:44,ok,-62,7.32,9.19,11.22,7.32
DB:6D:40:6D:A1:0F,ok,-55,2.93,3.55,3.16,2.93
FF:B4:7D:AB:1B:A2,ok,-71,8.75,12.24,28.18,8.75
FC:40:5D:54:A7:DD,ok,-70,4.39,7.70,11.22,4.39
