EE:6F:EE:A7:34:31,ok,-77,8.20,10.97,22.39,8.20
DE:64:59:3D:8E:63,ok,-69,3.81,7.90,11.22,3.81
F1:63:F2:BE:56:44,ok,-47,3.13,3.36,2.82,3.13
DB:6D:40:6D:A1:0F,ok,-62,8.50,9.39,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-74,11.11,13.92,12.59,11.11
FC:40:5D:54:A7:DD,ok,-63,8.61,10.92,11.22,8.61
EE:6F:EE:A7:34:31,ok,-78,8.20,11.48,19.95,8.20
EE:6F:EE:A7:34:31,ok,-77,8.20,11.47,19.95,8.20
DE:64:59:3D:8E:63,ok,-62,3.81,7.63,12.59,3.81
F1:63:F2:BE:56:44,ok,-46,3.12,3.39,2.00,3.12
DB:6D:40:6D:A1:0F,ok,-66,8.50,9.36,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-64,11.07,13.85,11.22,11.07
FC:40:5D:54:A7:DD,ok,-63,8.59,10.99,11.22,8.59
EE:6F:EE:A7:34:31,ok,-66,8.20,11.24,19.95,8.20
DE:64:59:3D:8E:63,ok,-69,3.81,7.74,11.22,3.81
F1:63:F2:BE:56:44,ok,-47,3.13,3.40,2.82,3.13
DB:6D:40:6D:A1:0F,ok,-62,8.50,9.37,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-75,11.10,13.92,12.59,11.10
EE:6F:EE:A7:34:31,ok,-79,8.50,11.49,19.95,8.50
DE:64:59:3D:8E:63,ok,-62,3.81,7.73,11.22,3.81
F1:63:F2:BE:56:44,ok,-49,3.14,3.40,2.82,3.14
DB:6D:40:6D:A1:0F,ok,-61,8.50,9.42,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-66,11.12,13.91,14.13,11.12
FC:40:5D:54:A7:DD,ok,-62,8.54,11.06,11.22,8.54
EE:6F:EE:A7:34:31,ok,-69,8.20,11.22,19.95,8.20
EE:6F:EE:A7:34:31,ok,-70,8.20,11.33,19.95,8.20
EE:6F:EE:A7:34:31,ok,-77,8.20,11.36,19.95,8.20
DE:64:59:3D:8E:63,ok,-62,3.81,7.69,11.22,3.81
F1:63:F2:BE:56:44,ok,-46,3.12,3.38,2.82,3.12
DB:6D:40:6D:A1:0F,ok,-66,8.50,9.41,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-75,11.09,13.93,15.85,11.09
FC:40:5D:54:A7:DD,ok,-63,8.59,10.88,11.22,8.59
EE:6F:EE:A7:34:31,ok,-77,8.20,11.26,19.95,8.20
DE:64:59:3D:8E:63,ok,-62,3.81,7.43,12.59,3.81
F1:63:F2:BE:56:44,ok,-52,3.09,3.31,2.82,3.09
DB:6D:40:6D:A1:0F,ok,-58,8.50,9.45,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-66,11.12,13.91,15.85,11.12
FC:40:5D:54:A7:DD,ok,-61,8.60,11.10,11.22,8.60
EE:6F:EE:A7:34:31,ok,-68,8.20,11.48,22.39,8.20
DE:64:59:3D:8E:63,ok,-63,3.81,7.60,12.59,3.81
F1:63:F2:BE:56:44,ok,-47,3.12,3.37,2.51,3.12
DB:6D:40:6D:A1:0F,ok,-62,8.50,9.45,7.94,8.50
FF:B4:7D:AB:1B:A2,ok,-75,11.12,14.00,12.59,11.12
EE:6F:EE:A7:34:31,ok,-70,8.20,11.10,19.95,8.20
DE:64:59:3D:8E:63,ok,-64,3.81,7.56,12.59,3.81
F1:63:F2:BE:56:44,ok,-56,3.12,3.35,2.51,3.12
